Date,File,Attribution,ID
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/utils/URIUtils.java,production,1024
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/utils/URLEncodedUtils.java,production,1025
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/auth/TestAuthChallenge.java,test,606
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/auth/TestAuthScope.java,test,610
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/auth/TestCredentials.java,test,614
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/auth/util/TestByteArrayBuilder.java,test,624
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/config/TestRequestConfig.java,test,692
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/cookie/TestCookieOrigin.java,test,739
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/cookie/TestCookiePathComparator.java,test,740
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/cookie/TestCookiePriorityComparator.java,test,741
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/entity/TestDecompressingEntity.java,test,749
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/entity/TestEntityBuilder.java,test,752
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/entity/mime/FormBodyPartTest.java,test,764
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/entity/mime/TestFormBodyPartBuilder.java,test,765
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/entity/mime/TestMultipartEntityBuilder.java,test,774
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/TestBasicResponseHandler.java,test,779
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/auth/TestAuthChallengeParser.java,test,783
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/auth/TestBasicAuthCache.java,test,784
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/auth/TestBasicScheme.java,test,785
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/auth/TestDigestScheme.java,test,787
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/auth/TestHttpAuthenticator.java,test,790
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/auth/TestNTLMEngineImpl.java,test,796
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/cookie/TestBasicClientCookie.java,test,860
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/cookie/TestRFC6265CookieSpec.java,test,872
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/io/TestBasicHttpClientConnectionManager.java,test,893
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/io/TestPoolingHttpClientConnectionManager.java,test,906
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/protocol/TestDefaultRedirectStrategy.java,test,910
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/routing/TestDefaultProxyRoutePlanner.java,test,913
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/routing/TestDefaultRoutePlanner.java,test,914
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/routing/TestSystemDefaultRoutePlanner.java,test,915
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/sync/TestAIMDBackoffManager.java,test,916
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/sync/TestCloseableHttpClient.java,test,922
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/sync/TestConnectionHolder.java,test,923
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/sync/TestDefaultBackoffStrategy.java,test,925
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/sync/TestDefaultHttpRequestRetryHandler.java,test,926
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/sync/TestDefaultServiceUnavailableRetryStrategy.java,test,927
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/sync/TestFutureRequestExecutionService.java,test,929
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/sync/TestIdleConnectionEvictor.java,test,935
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/sync/TestInternalHttpClient.java,test,936
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/sync/TestMainClientExec.java,test,937
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/sync/TestMinimalClientExec.java,test,938
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/sync/TestNullBackoffStrategy.java,test,941
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/sync/TestProtocolExec.java,test,942
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/sync/TestRedirectExec.java,test,944
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/sync/TestRetryExec.java,test,948
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/impl/sync/TestServiceUnavailableRetryExec.java,test,949
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/io/TestEofSensorInputStream.java,test,955
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/methods/TestHttpOptions.java,test,967
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/methods/TestHttpRequestBase.java,test,971
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/methods/TestRequestBuilder.java,test,975
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/protocol/TestRequestAcceptEncoding.java,test,986
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/protocol/TestRequestAddCookies.java,test,987
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/protocol/TestRequestClientConnControl.java,test,989
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/protocol/TestRequestDefaultHeaders.java,test,990
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/protocol/TestRequestExpectContinue.java,test,991
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/protocol/TestResponseContentEncoding.java,test,992
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/protocol/TestResponseProcessCookies.java,test,993
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/psl/TestPublicSuffixListParser.java,test,998
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/psl/TestPublicSuffixMatcher.java,test,999
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/ssl/TestDefaultHostnameVerifier.java,test,1008
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/utils/TestDateUtils.java,test,1021
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/utils/TestInetAddressUtils.java,test,1022
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/utils/TestURIBuilder.java,test,1023
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/utils/TestURIUtils.java,test,1024
2016/01/26,httpclient/src/test/java/org/apache/hc/client5/http/utils/TestURLEncodedUtils.java,test,1025
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/cache/HttpCacheEntry.java,production,1589
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/AsynchronousValidationRequest.java,production,1599
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/AsynchronousValidator.java,production,1600
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/BasicHttpCache.java,production,1601
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CacheEntryUpdater.java,production,1606
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CacheInvalidator.java,production,1607
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CacheKeyGenerator.java,production,1608
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CacheValidityPolicy.java,production,1610
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CacheableRequestPolicy.java,production,1611
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CachedHttpResponseGenerator.java,production,1612
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CachedResponseSuitabilityChecker.java,production,1613
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CachingExec.java,production,1614
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CachingHttpClientBuilder.java,production,1615
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CombinedEntity.java,production,1617
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/ConditionalRequestBuilder.java,production,1618
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/DefaultFailureCache.java,production,1619
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/ImmediateSchedulingStrategy.java,production,1630
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/RequestProtocolCompliance.java,production,1634
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/ResponseCachingPolicy.java,production,1637
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/ResponseProtocolCompliance.java,production,1638
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/SizeLimitedResponseReader.java,production,1641
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/WarningValue.java,production,1643
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/ehcache/EhcacheHttpCacheStorage.java,production,1644
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/memcached/MemcachedCacheEntryFactoryImpl.java,production,1648
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/memcached/MemcachedCacheEntryImpl.java,production,1649
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/memcached/MemcachedHttpCacheStorage.java,production,1650
2016/01/26,httpclient5-cache/src/main/java/org/apache/hc/client5/http/impl/cache/memcached/PrefixKeyHashingScheme.java,production,1654
2016/01/26,httpclient5-cache/src/test/java/org/apache/hc/client5/http/cache/TestHttpCacheEntry.java,test,1589
2016/01/26,httpclient5-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestAsynchronousValidationRequest.java,test,1599
2016/01/26,httpclient5-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestAsynchronousValidator.java,test,1600
2016/01/26,httpclient5-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestBasicHttpCache.java,test,1601
2016/01/26,httpclient5-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCacheEntryUpdater.java,test,1606
2016/01/26,httpclient5-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCacheInvalidator.java,test,1607
2016/01/26,httpclient5-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCacheKeyGenerator.java,test,1608
2016/01/26,httpclient5-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCacheValidityPolicy.java,test,1610
