Commit_hash,Date,Author,File,Attribution,ID
39117086b38e9805f2b39e953d52ff018f293d39,2012/02/05,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/scheme/SchemeLayeredSocketFactory.java,test,588
cac1432472a1bec4c39482c12cc993d23473683f,2012/01/18,Jonathan Moore,httpclient-cache/src/main/java/org/apache/http/impl/client/cache/memcached/PrefixKeyHashingScheme.java,production,156
cac1432472a1bec4c39482c12cc993d23473683f,2012/01/18,Jonathan Moore,httpclient-cache/src/main/java/org/apache/http/impl/client/cache/memcached/SHA256KeyHashingScheme.java,production,157
cac1432472a1bec4c39482c12cc993d23473683f,2012/01/18,Jonathan Moore,httpclient-cache/src/main/java/org/apache/http/client/cache/memcached/KeyHashingScheme.java,test,82
cc7f8c248f26bc1d4206e50d9ff01f655ac268b2,2011/10/30,Oleg Kalnichevski,fluent-hc/src/examples/org/apache/http/client/fluent/FluentExecutor.java,production,4
cc7f8c248f26bc1d4206e50d9ff01f655ac268b2,2011/10/30,Oleg Kalnichevski,fluent-hc/src/examples/org/apache/http/client/fluent/FluentRequests.java,production,6
cc7f8c248f26bc1d4206e50d9ff01f655ac268b2,2011/10/30,Oleg Kalnichevski,fluent-hc/src/main/java/org/apache/http/client/fluent/Request.java,production,24
cc7f8c248f26bc1d4206e50d9ff01f655ac268b2,2011/10/30,Oleg Kalnichevski,fluent-hc/src/main/java/org/apache/http/client/fluent/Response.java,production,26
d1450f9071bf3da4065cad4688d01f97900d6205,2011/10/11,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/DnsResolver.java,production,545
d1450f9071bf3da4065cad4688d01f97900d6205,2011/10/11,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/DefaultClientConnectionOperator.java,production,799
d1450f9071bf3da4065cad4688d01f97900d6205,2011/10/11,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/InMemoryDnsResolver.java,production,814
d1450f9071bf3da4065cad4688d01f97900d6205,2011/10/11,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/SystemDefaultDnsResolver.java,production,829
7f04b88f12965175b9961b0442a2d03502d91e3c,2011/10/10,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/DefaultHttpClient.java,production,703
7f04b88f12965175b9961b0442a2d03502d91e3c,2011/10/10,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/SystemDefaultHttpClient.java,production,740
7f04b88f12965175b9961b0442a2d03502d91e3c,2011/10/10,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/SchemeRegistryFactory.java,production,826
420fc2604f026a8b464d97b987b158a9d32fc0c8,2011/10/10,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/ssl/SSLSocketFactory.java,production,617
420fc2604f026a8b464d97b987b158a9d32fc0c8,2011/10/10,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/SchemeRegistryFactory.java,production,826
62c57991f502dac8484c628b506f54838a73860a,2011/10/06,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/DefaultRequestDirector.java,production,709
62c57991f502dac8484c628b506f54838a73860a,2011/10/06,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/AbstractPoolEntry.java,production,788
7009ad7d0ffaca32b712cf788748525a1631b200,2011/09/08,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/conn/InMemoryDnsResolver.java,production,814
e461c10cecad2adffbb05c107f6067dc614fad45,2011/08/09,Oleg Kalnichevski,httpclient-benchmark/src/main/java/org/apache/http/client/benchmark/TestHttpClient4.java,production,38
e461c10cecad2adffbb05c107f6067dc614fad45,2011/08/09,Oleg Kalnichevski,httpclient-benchmark/src/main/java/org/apache/http/client/benchmark/TestHttpCore.java,production,39
e461c10cecad2adffbb05c107f6067dc614fad45,2011/08/09,Oleg Kalnichevski,httpclient-benchmark/src/main/java/org/apache/http/client/benchmark/TestNingHttpClient.java,production,42
cbfca24df84382e4970e8994e0fbf544a4c11661,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/client/BackoffManager.java,production,439
cbfca24df84382e4970e8994e0fbf544a4c11661,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/client/ConnectionBackoffStrategy.java,production,442
cbfca24df84382e4970e8994e0fbf544a4c11661,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/impl/client/AIMDBackoffManager.java,production,679
cbfca24df84382e4970e8994e0fbf544a4c11661,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/impl/client/Clock.java,production,692
cbfca24df84382e4970e8994e0fbf544a4c11661,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/impl/client/DefaultBackoffStrategy.java,production,701
cbfca24df84382e4970e8994e0fbf544a4c11661,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/impl/client/NullBackoffStrategy.java,production,729
cbfca24df84382e4970e8994e0fbf544a4c11661,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/impl/client/SystemClock.java,production,738
cbfca24df84382e4970e8994e0fbf544a4c11661,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/client/BackoffManager.java,test,439
cbfca24df84382e4970e8994e0fbf544a4c11661,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/conn/params/ConnPerRouteBean.java,test,569
cbfca24df84382e4970e8994e0fbf544a4c11661,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/conn/routing/HttpRoute.java,test,575
cbfca24df84382e4970e8994e0fbf544a4c11661,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/client/ConnectionBackoffStrategy.java,test,442
cbfca24df84382e4970e8994e0fbf544a4c11661,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/conn/ConnectionPoolTimeoutException.java,test,542
dfea0c207ffffb050b4f2d5b2ca3d06f7f94774d,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/client/BackoffManager.java,production,439
dfea0c207ffffb050b4f2d5b2ca3d06f7f94774d,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/client/ConnectionBackoffStrategy.java,production,442
dfea0c207ffffb050b4f2d5b2ca3d06f7f94774d,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/impl/client/AIMDBackoffManager.java,production,679
dfea0c207ffffb050b4f2d5b2ca3d06f7f94774d,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/impl/client/AbstractHttpClient.java,production,682
dfea0c207ffffb050b4f2d5b2ca3d06f7f94774d,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/impl/client/Clock.java,production,692
dfea0c207ffffb050b4f2d5b2ca3d06f7f94774d,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/impl/client/DefaultBackoffStrategy.java,production,701
dfea0c207ffffb050b4f2d5b2ca3d06f7f94774d,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/impl/client/NullBackoffStrategy.java,production,729
dfea0c207ffffb050b4f2d5b2ca3d06f7f94774d,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/impl/client/SystemClock.java,production,738
dfea0c207ffffb050b4f2d5b2ca3d06f7f94774d,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/impl/conn/tsccm/ConnPoolByRoute.java,production,837
dfea0c207ffffb050b4f2d5b2ca3d06f7f94774d,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/impl/conn/tsccm/ThreadSafeClientConnManager.java,production,842
dfea0c207ffffb050b4f2d5b2ca3d06f7f94774d,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/client/BackoffManager.java,test,439
dfea0c207ffffb050b4f2d5b2ca3d06f7f94774d,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/conn/params/ConnPerRouteBean.java,test,569
dfea0c207ffffb050b4f2d5b2ca3d06f7f94774d,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/conn/routing/HttpRoute.java,test,575
dfea0c207ffffb050b4f2d5b2ca3d06f7f94774d,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/client/ConnectionBackoffStrategy.java,test,442
dfea0c207ffffb050b4f2d5b2ca3d06f7f94774d,2011/07/19,Jonathan Moore,httpclient/src/main/java/org/apache/http/conn/ConnectionPoolTimeoutException.java,test,542
21e31ba0273d908bd4c8f93d433a451f12263f20,2011/06/16,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/entity/UrlEncodedFormEntity.java,production,474
21e31ba0273d908bd4c8f93d433a451f12263f20,2011/06/16,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/utils/URLEncodedUtils.java,production,531
77ee7287d04f0a538f9f018f42764ef3b0c1de0f,2011/03/07,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/ssl/AbstractVerifier.java,production,605
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/protocol/RequestAddCookies.java,production,510
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/protocol/RequestAuthCache.java,production,511
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/protocol/RequestClientConnControl.java,production,513
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/protocol/RequestProxyAuthentication.java,production,516
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/protocol/RequestTargetAuthentication.java,production,517
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/protocol/ResponseProcessCookies.java,production,520
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/CookieStore.java,test,443
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/params/AllClientPNames.java,test,496
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/params/CookiePolicy.java,test,500
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/HttpRoutedConnection.java,test,553
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/routing/HttpRoute.java,test,575
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/cookie/CookieOrigin.java,test,637
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/cookie/CookieSpec.java,test,641
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/cookie/CookieSpecRegistry.java,test,644
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/cookie/SM.java,test,646
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/BasicCookieStore.java,test,688
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/cookie/BasicClientCookie.java,test,847
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/cookie/BestMatchSpecFactory.java,test,856
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/cookie/BrowserCompatSpecFactory.java,test,858
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/cookie/IgnoreSpecFactory.java,test,866
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/cookie/NetscapeDraftSpecFactory.java,test,873
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/cookie/RFC2109Spec.java,test,879
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/cookie/RFC2109SpecFactory.java,test,880
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/cookie/RFC2965SpecFactory.java,test,888
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/AuthScope.java,test,415
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/AuthState.java,test,416
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/Credentials.java,test,422
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/UsernamePasswordCredentials.java,test,429
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/AuthCache.java,test,436
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/auth/BasicScheme.java,test,655
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/BasicAuthCache.java,test,687
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/BasicCredentialsProvider.java,test,689
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/HttpRoutedConnection.java,test,553
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/routing/HttpRoute.java,test,575
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/AUTH.java,test,405
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/AuthScope.java,test,415
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/AuthState.java,test,416
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/Credentials.java,test,422
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/UsernamePasswordCredentials.java,test,429
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/HttpRoutedConnection.java,test,553
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/routing/HttpRoute.java,test,575
e9f6856f4ea2ab028cbf68e51706e387fd7adfd2,2011/03/04,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/auth/BasicScheme.java,test,655
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/protocol/RequestAuthCache.java,production,511
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/protocol/RequestProxyAuthentication.java,production,516
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/protocol/ResponseAuthCache.java,production,518
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/AuthScope.java,test,415
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/AuthState.java,test,416
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/Credentials.java,test,422
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/UsernamePasswordCredentials.java,test,429
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/AuthCache.java,test,436
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/auth/BasicScheme.java,test,655
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/BasicAuthCache.java,test,687
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/BasicCredentialsProvider.java,test,689
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/HttpRoutedConnection.java,test,553
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/routing/HttpRoute.java,test,575
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/params/AllClientPNames.java,test,496
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/AUTH.java,test,405
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/AuthScope.java,test,415
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/AuthState.java,test,416
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/Credentials.java,test,422
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/UsernamePasswordCredentials.java,test,429
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/HttpRoutedConnection.java,test,553
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/conn/routing/HttpRoute.java,test,575
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/auth/BasicScheme.java,test,655
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/AUTH.java,test,405
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/AuthScope.java,test,415
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/AuthState.java,test,416
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/Credentials.java,test,422
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/UsernamePasswordCredentials.java,test,429
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/auth/BasicScheme.java,test,655
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/AUTH.java,test,405
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/AuthScope.java,test,415
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/AuthState.java,test,416
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/Credentials.java,test,422
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/auth/UsernamePasswordCredentials.java,test,429
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/AuthCache.java,test,436
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/auth/BasicScheme.java,test,655
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/impl/client/BasicAuthCache.java,test,687
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/entity/DeflateDecompressingEntity.java,test,467
9d55aee86fe41cc05708b84625997e73cdd06d61,2011/03/01,Oleg Kalnichevski,httpclient/src/main/java/org/apache/http/client/entity/GzipDecompressingEntity.java,test,471
b4d6dee0282571df8e417247b82bbc13f6f6e092,2011/01/13,Jonathan Moore,httpclient-cache/src/main/java/org/apache/http/impl/client/cache/RequestProtocolCompliance.java,production,134
3c0bc58a3050e774098749178239a891f72cc613,2011/01/12,Jonathan Moore,httpclient-cache/src/main/java/org/apache/http/impl/client/cache/BasicHttpCache.java,production,87
3c0bc58a3050e774098749178239a891f72cc613,2011/01/12,Jonathan Moore,httpclient-cache/src/main/java/org/apache/http/impl/client/cache/CacheInvalidator.java,production,97
3c0bc58a3050e774098749178239a891f72cc613,2011/01/12,Jonathan Moore,httpclient-cache/src/main/java/org/apache/http/client/cache/HttpCacheStorage.java,test,55
3c0bc58a3050e774098749178239a891f72cc613,2011/01/12,Jonathan Moore,httpclient-cache/src/main/java/org/apache/http/impl/client/cache/CacheConfig.java,test,91
3c0bc58a3050e774098749178239a891f72cc613,2011/01/12,Jonathan Moore,httpclient-cache/src/main/java/org/apache/http/impl/client/cache/CachingHttpClient.java,test,106
3c0bc58a3050e774098749178239a891f72cc613,2011/01/12,Jonathan Moore,httpclient-cache/src/main/java/org/apache/http/impl/client/cache/HeapResourceFactory.java,test,124
3c0bc58a3050e774098749178239a891f72cc613,2011/01/12,Jonathan Moore,httpclient-cache/src/main/java/org/apache/http/client/cache/HttpCacheEntry.java,test,49
